record_type,model,task_id,indicator_id,run_index,candidate_evidence,quoted_text_span,confidence_level,error,n_runs,n_success,quote_stability,evidence_stability,confidence_stability,unique_quotes,unique_evidence,unique_confidence,mean_quote_stability,mean_evidence_stability,mean_confidence_stability,overall_stability,variability_label,status,mode
run,llama3.1:8b,demo_gov_d2_trace,d2_traceability_01,13,Document addresses d2_traceability_01. [stability variant 2],"s
- Supervisors may override model outputs; overrides logged in case (run 1)",low,,,,,,,,,,,,,,,,
run,llama3.1:8b,demo_gov_d2_trace,d2_traceability_01,14,Document addresses d2_traceability_01.,"s
- Supervisors may override model outputs; overrides logged in case",high,,,,,,,,,,,,,,,,
run,llama3.1:8b,demo_gov_d2_trace,d2_traceability_01,15,Document addresses d2_traceability_01.,"s
- Supervisors may override model outputs; overrides logged in case",high,,,,,,,,,,,,,,,,
run,llama3.1:8b,demo_gov_d2_trace,d2_traceability_01,16,Document addresses d2_traceability_01.,"s
- Supervisors may override model outputs; overrides logged in case",high,,,,,,,,,,,,,,,,
run,llama3.1:8b,demo_gov_d2_trace,d2_traceability_01,17,Document addresses d2_traceability_01.,"s
- Supervisors may override model outputs; overrides logged in case",high,,,,,,,,,,,,,,,,
run,llama3.1:8b,demo_gov_d2_trace,d2_traceability_01,18,Document addresses d2_traceability_01.,"s
- Supervisors may override model outputs; overrides logged in case",high,,,,,,,,,,,,,,,,
run,llama3.1:8b,demo_gov_d2_trace,d2_traceability_01,19,Document addresses d2_traceability_01.,"s
- Supervisors may override model outputs; overrides logged in case",high,,,,,,,,,,,,,,,,
run,llama3.1:8b,gov_sample_d1_accountability,d1_accountability_01,0,Document addresses d1_accountability_01.,"with the designated service owner.""* Sampling of 10% of weekly outputs
is",high,,,,,,,,,,,,,,,,
run,llama3.1:8b,gov_sample_d1_accountability,d1_accountability_01,1,Document addresses d1_accountability_01.,"with the designated service owner.""* Sampling of 10% of weekly outputs
is",high,,,,,,,,,,,,,,,,
run,llama3.1:8b,gov_sample_d1_accountability,d1_accountability_01,2,Document addresses d1_accountability_01.,"with the designated service owner.""* Sampling of 10% of weekly outputs
is",high,,,,,,,,,,,,,,,,
run,llama3.1:8b,gov_sample_d1_accountability,d1_accountability_01,3,Document addresses d1_accountability_01.,"with the designated service owner.""* Sampling of 10% of weekly outputs
is",high,,,,,,,,,,,,,,,,
run,llama3.1:8b,gov_sample_d1_accountability,d1_accountability_01,4,Document addresses d1_accountability_01.,"with the designated service owner.""* Sampling of 10% of weekly outputs
is",high,,,,,,,,,,,,,,,,
run,llama3.1:8b,gov_sample_d1_accountability,d1_accountability_01,5,Document addresses d1_accountability_01.,"with the designated service owner.""* Sampling of 10% of weekly outputs
is",high,,,,,,,,,,,,,,,,
run,llama3.1:8b,gov_sample_d1_accountability,d1_accountability_01,6,Document addresses d1_accountability_01.,"with the designated service owner.""* Sampling of 10% of weekly outputs
is",high,,,,,,,,,,,,,,,,
run,llama3.1:8b,gov_sample_d1_accountability,d1_accountability_01,7,Document addresses d1_accountability_01.,"with the designated service owner.""* Sampling of 10% of weekly outputs
is",high,,,,,,,,,,,,,,,,
run,llama3.1:8b,gov_sample_d1_accountability,d1_accountability_01,8,Document addresses d1_accountability_01.,"with the designated service owner.""* Sampling of 10% of weekly outputs
is",low,,,,,,,,,,,,,,,,
run,llama3.1:8b,gov_sample_d1_accountability,d1_accountability_01,9,Document addresses d1_accountability_01.,"with the designated service owner.""* Sampling of 10% of weekly outputs
is",high,,,,,,,,,,,,,,,,
run,llama3.1:8b,gov_sample_d1_accountability,d1_accountability_01,10,Document addresses d1_accountability_01. [stability variant 1],"with the designated service owner.""* Sampling of 10% of weekly outputs
is",high,,,,,,,,,,,,,,,,
run,llama3.1:8b,gov_sample_d1_accountability,d1_accountability_01,11,Document addresses d1_accountability_01.,"with the designated service owner.""* Sampling of 10% of weekly outputs
is",high,,,,,,,,,,,,,,,,
run,llama3.1:8b,gov_sample_d1_accountability,d1_accountability_01,12,Document addresses d1_accountability_01.,"with the designated service owner.""* Sampling of 10% of weekly outputs
is",high,,,,,,,,,,,,,,,,
run,llama3.1:8b,gov_sample_d1_accountability,d1_accountability_01,13,Document addresses d1_accountability_01. [stability variant 3],"with the designated service owner.""* Sampling of 10% of weekly outputs
is (run 1)",medium,,,,,,,,,,,,,,,,
run,llama3.1:8b,gov_sample_d1_accountability,d1_accountability_01,14,Document addresses d1_accountability_01.,"with the designated service owner.""* Sampling of 10% of weekly outputs
is",high,,,,,,,,,,,,,,,,
run,llama3.1:8b,gov_sample_d1_accountability,d1_accountability_01,15,Document addresses d1_accountability_01. [stability variant 1],"with the designated service owner.""* Sampling of 10% of weekly outputs
is",low,,,,,,,,,,,,,,,,
run,llama3.1:8b,gov_sample_d1_accountability,d1_accountability_01,16,Document addresses d1_accountability_01.,"with the designated service owner.""* Sampling of 10% of weekly outputs
is",medium,,,,,,,,,,,,,,,,
run,llama3.1:8b,gov_sample_d1_accountability,d1_accountability_01,17,Document addresses d1_accountability_01.,"with the designated service owner.""* Sampling of 10% of weekly outputs
is",high,,,,,,,,,,,,,,,,
run,llama3.1:8b,gov_sample_d1_accountability,d1_accountability_01,18,Document addresses d1_accountability_01.,"with the designated service owner.""* Sampling of 10% of weekly outputs
is",high,,,,,,,,,,,,,,,,
run,llama3.1:8b,gov_sample_d1_accountability,d1_accountability_01,19,Document addresses d1_accountability_01.,"with the designated service owner.""* Sampling of 10% of weekly outputs
is",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d2_oversight,d2_oversight_design_01,0,Document addresses d2_oversight_design_01. [stability variant 2],reviewed by a named policy officer. Review triggers include references to (run 0),medium,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d2_oversight,d2_oversight_design_01,1,Document addresses d2_oversight_design_01.,reviewed by a named policy officer. Review triggers include references to,high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d2_oversight,d2_oversight_design_01,2,Document addresses d2_oversight_design_01.,reviewed by a named policy officer. Review triggers include references to,high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d2_oversight,d2_oversight_design_01,3,Document addresses d2_oversight_design_01.,reviewed by a named policy officer. Review triggers include references to,high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d2_oversight,d2_oversight_design_01,4,Document addresses d2_oversight_design_01.,reviewed by a named policy officer. Review triggers include references to,high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d2_oversight,d2_oversight_design_01,5,Document addresses d2_oversight_design_01.,reviewed by a named policy officer. Review triggers include references to,high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d2_oversight,d2_oversight_design_01,6,Document addresses d2_oversight_design_01. [stability variant 3],reviewed by a named policy officer. Review triggers include references to (run 0),medium,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d2_oversight,d2_oversight_design_01,7,Document addresses d2_oversight_design_01. [stability variant 3],reviewed by a named policy officer. Review triggers include references to (run 1),medium,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d2_oversight,d2_oversight_design_01,8,Document addresses d2_oversight_design_01.,reviewed by a named policy officer. Review triggers include references to,high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d2_oversight,d2_oversight_design_01,9,Document addresses d2_oversight_design_01.,reviewed by a named policy officer. Review triggers include references to,high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d2_oversight,d2_oversight_design_01,10,Document addresses d2_oversight_design_01.,reviewed by a named policy officer. Review triggers include references to,high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d2_oversight,d2_oversight_design_01,11,Document addresses d2_oversight_design_01.,reviewed by a named policy officer. Review triggers include references to,high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d2_oversight,d2_oversight_design_01,12,Document addresses d2_oversight_design_01.,reviewed by a named policy officer. Review triggers include references to,high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d2_oversight,d2_oversight_design_01,13,Document addresses d2_oversight_design_01.,reviewed by a named policy officer. Review triggers include references to,high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d2_oversight,d2_oversight_design_01,14,Document addresses d2_oversight_design_01. [stability variant 1],reviewed by a named policy officer. Review triggers include references to,low,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d2_oversight,d2_oversight_design_01,15,Document addresses d2_oversight_design_01.,reviewed by a named policy officer. Review triggers include references to,high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d2_oversight,d2_oversight_design_01,16,Document addresses d2_oversight_design_01.,reviewed by a named policy officer. Review triggers include references to,high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d2_oversight,d2_oversight_design_01,17,Document addresses d2_oversight_design_01. [stability variant 2],reviewed by a named policy officer. Review triggers include references to (run 2),medium,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d2_oversight,d2_oversight_design_01,18,Document addresses d2_oversight_design_01.,reviewed by a named policy officer. Review triggers include references to,high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d2_oversight,d2_oversight_design_01,19,Document addresses d2_oversight_design_01. [stability variant 3],reviewed by a named policy officer. Review triggers include references to (run 1),low,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d4_sovereignty,d4_data_sovereignty_01,0,Document addresses d4_data_sovereignty_01. [stability variant 1],rence stack runs on borough-owned hardware in the EU. Egress to external,high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d4_sovereignty,d4_data_sovereignty_01,1,Document addresses d4_data_sovereignty_01.,rence stack runs on borough-owned hardware in the EU. Egress to external,medium,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d4_sovereignty,d4_data_sovereignty_01,2,Document addresses d4_data_sovereignty_01.,rence stack runs on borough-owned hardware in the EU. Egress to external,high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d4_sovereignty,d4_data_sovereignty_01,3,Document addresses d4_data_sovereignty_01.,rence stack runs on borough-owned hardware in the EU. Egress to external,high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d4_sovereignty,d4_data_sovereignty_01,4,Document addresses d4_data_sovereignty_01.,rence stack runs on borough-owned hardware in the EU. Egress to external,high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d4_sovereignty,d4_data_sovereignty_01,5,Document addresses d4_data_sovereignty_01. [stability variant 4],rence stack runs on borough-owned hardware in the EU. Egress to external (run 2),low,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d4_sovereignty,d4_data_sovereignty_01,6,Document addresses d4_data_sovereignty_01.,rence stack runs on borough-owned hardware in the EU. Egress to external,high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d4_sovereignty,d4_data_sovereignty_01,7,Document addresses d4_data_sovereignty_01.,rence stack runs on borough-owned hardware in the EU. Egress to external,high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d4_sovereignty,d4_data_sovereignty_01,8,Document addresses d4_data_sovereignty_01.,rence stack runs on borough-owned hardware in the EU. Egress to external,high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d4_sovereignty,d4_data_sovereignty_01,9,Document addresses d4_data_sovereignty_01.,rence stack runs on borough-owned hardware in the EU. Egress to external,low,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d4_sovereignty,d4_data_sovereignty_01,10,Document addresses d4_data_sovereignty_01.,rence stack runs on borough-owned hardware in the EU. Egress to external,high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d4_sovereignty,d4_data_sovereignty_01,11,Document addresses d4_data_sovereignty_01. [stability variant 2],rence stack runs on borough-owned hardware in the EU. Egress to external (run 2),medium,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d4_sovereignty,d4_data_sovereignty_01,12,Document addresses d4_data_sovereignty_01.,rence stack runs on borough-owned hardware in the EU. Egress to external,high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d4_sovereignty,d4_data_sovereignty_01,13,Document addresses d4_data_sovereignty_01.,rence stack runs on borough-owned hardware in the EU. Egress to external,high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d4_sovereignty,d4_data_sovereignty_01,14,Document addresses d4_data_sovereignty_01.,rence stack runs on borough-owned hardware in the EU. Egress to external,high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d4_sovereignty,d4_data_sovereignty_01,15,Document addresses d4_data_sovereignty_01.,rence stack runs on borough-owned hardware in the EU. Egress to external,high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d4_sovereignty,d4_data_sovereignty_01,16,Document addresses d4_data_sovereignty_01.,rence stack runs on borough-owned hardware in the EU. Egress to external,high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d4_sovereignty,d4_data_sovereignty_01,17,Document addresses d4_data_sovereignty_01.,rence stack runs on borough-owned hardware in the EU. Egress to external,high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d4_sovereignty,d4_data_sovereignty_01,18,Document addresses d4_data_sovereignty_01. [stability variant 1],rence stack runs on borough-owned hardware in the EU. Egress to external,medium,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d4_sovereignty,d4_data_sovereignty_01,19,Document addresses d4_data_sovereignty_01. [stability variant 3],rence stack runs on borough-owned hardware in the EU. Egress to external (run 1),high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d6_vendor,d6_vendor_independence_01,0,Document addresses d6_vendor_independence_01.,"security updates.

Vendor contracts require 30-day notice before model weig",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d6_vendor,d6_vendor_independence_01,1,Document addresses d6_vendor_independence_01.,"security updates.

Vendor contracts require 30-day notice before model weig",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d6_vendor,d6_vendor_independence_01,2,Document addresses d6_vendor_independence_01. [stability variant 4],"security updates.

Vendor contracts require 30-day notice before model weig (run 2)",medium,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d6_vendor,d6_vendor_independence_01,3,Document addresses d6_vendor_independence_01.,"security updates.

Vendor contracts require 30-day notice before model weig",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d6_vendor,d6_vendor_independence_01,4,Document addresses d6_vendor_independence_01.,"security updates.

Vendor contracts require 30-day notice before model weig",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d6_vendor,d6_vendor_independence_01,5,Document addresses d6_vendor_independence_01.,"security updates.

Vendor contracts require 30-day notice before model weig",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d6_vendor,d6_vendor_independence_01,6,Document addresses d6_vendor_independence_01.,"security updates.

Vendor contracts require 30-day notice before model weig",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d6_vendor,d6_vendor_independence_01,7,Document addresses d6_vendor_independence_01.,"security updates.

Vendor contracts require 30-day notice before model weig",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d6_vendor,d6_vendor_independence_01,8,Document addresses d6_vendor_independence_01.,"security updates.

Vendor contracts require 30-day notice before model weig",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d6_vendor,d6_vendor_independence_01,9,Document addresses d6_vendor_independence_01.,"security updates.

Vendor contracts require 30-day notice before model weig",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d6_vendor,d6_vendor_independence_01,10,Document addresses d6_vendor_independence_01.,"security updates.

Vendor contracts require 30-day notice before model weig",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d6_vendor,d6_vendor_independence_01,11,Document addresses d6_vendor_independence_01.,"security updates.

Vendor contracts require 30-day notice before model weig",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d6_vendor,d6_vendor_independence_01,12,Document addresses d6_vendor_independence_01. [stability variant 4],"security updates.

Vendor contracts require 30-day notice before model weig (run 0)",medium,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d6_vendor,d6_vendor_independence_01,13,Document addresses d6_vendor_independence_01.,"security updates.

Vendor contracts require 30-day notice before model weig",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d6_vendor,d6_vendor_independence_01,14,Document addresses d6_vendor_independence_01.,"security updates.

Vendor contracts require 30-day notice before model weig",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d6_vendor,d6_vendor_independence_01,15,Document addresses d6_vendor_independence_01.,"security updates.

Vendor contracts require 30-day notice before model weig",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d6_vendor,d6_vendor_independence_01,16,Document addresses d6_vendor_independence_01.,"security updates.

Vendor contracts require 30-day notice before model weig",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d6_vendor,d6_vendor_independence_01,17,Document addresses d6_vendor_independence_01.,"security updates.

Vendor contracts require 30-day notice before model weig",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d6_vendor,d6_vendor_independence_01,18,Document addresses d6_vendor_independence_01.,"security updates.

Vendor contracts require 30-day notice before model weig",low,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d6_vendor,d6_vendor_independence_01,19,Document addresses d6_vendor_independence_01.,"security updates.

Vendor contracts require 30-day notice before model weig",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d5_incidents,d5_monitoring_incidents_01,0,Document addresses d5_monitoring_incidents_01.,"me.

## 5. Risk and incidents

AI-related risks are entered in the co",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d5_incidents,d5_monitoring_incidents_01,1,Document addresses d5_monitoring_incidents_01.,"me.

## 5. Risk and incidents

AI-related risks are entered in the co",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d5_incidents,d5_monitoring_incidents_01,2,Document addresses d5_monitoring_incidents_01.,"me.

## 5. Risk and incidents

AI-related risks are entered in the co",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d5_incidents,d5_monitoring_incidents_01,3,Document addresses d5_monitoring_incidents_01.,"me.

## 5. Risk and incidents

AI-related risks are entered in the co",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d5_incidents,d5_monitoring_incidents_01,4,Document addresses d5_monitoring_incidents_01.,"me.

## 5. Risk and incidents

AI-related risks are entered in the co",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d5_incidents,d5_monitoring_incidents_01,5,Document addresses d5_monitoring_incidents_01. [stability variant 4],"me.

## 5. Risk and incidents

AI-related risks are entered in the co (run 2)",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d5_incidents,d5_monitoring_incidents_01,6,Document addresses d5_monitoring_incidents_01.,"me.

## 5. Risk and incidents

AI-related risks are entered in the co",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d5_incidents,d5_monitoring_incidents_01,7,Document addresses d5_monitoring_incidents_01.,"me.

## 5. Risk and incidents

AI-related risks are entered in the co",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d5_incidents,d5_monitoring_incidents_01,8,Document addresses d5_monitoring_incidents_01.,"me.

## 5. Risk and incidents

AI-related risks are entered in the co",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d5_incidents,d5_monitoring_incidents_01,9,Document addresses d5_monitoring_incidents_01.,"me.

## 5. Risk and incidents

AI-related risks are entered in the co",medium,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d5_incidents,d5_monitoring_incidents_01,10,Document addresses d5_monitoring_incidents_01. [stability variant 2],"me.

## 5. Risk and incidents

AI-related risks are entered in the co (run 1)",medium,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d5_incidents,d5_monitoring_incidents_01,11,Document addresses d5_monitoring_incidents_01.,"me.

## 5. Risk and incidents

AI-related risks are entered in the co",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d5_incidents,d5_monitoring_incidents_01,12,Document addresses d5_monitoring_incidents_01. [stability variant 2],"me.

## 5. Risk and incidents

AI-related risks are entered in the co (run 0)",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d5_incidents,d5_monitoring_incidents_01,13,Document addresses d5_monitoring_incidents_01.,"me.

## 5. Risk and incidents

AI-related risks are entered in the co",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d5_incidents,d5_monitoring_incidents_01,14,Document addresses d5_monitoring_incidents_01.,"me.

## 5. Risk and incidents

AI-related risks are entered in the co",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d5_incidents,d5_monitoring_incidents_01,15,Document addresses d5_monitoring_incidents_01.,"me.

## 5. Risk and incidents

AI-related risks are entered in the co",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d5_incidents,d5_monitoring_incidents_01,16,Document addresses d5_monitoring_incidents_01.,"me.

## 5. Risk and incidents

AI-related risks are entered in the co",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d5_incidents,d5_monitoring_incidents_01,17,Document addresses d5_monitoring_incidents_01.,"me.

## 5. Risk and incidents

AI-related risks are entered in the co",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d5_incidents,d5_monitoring_incidents_01,18,Document addresses d5_monitoring_incidents_01.,"me.

## 5. Risk and incidents

AI-related risks are entered in the co",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,gov_sample_d5_incidents,d5_monitoring_incidents_01,19,Document addresses d5_monitoring_incidents_01.,"me.

## 5. Risk and incidents

AI-related risks are entered in the co",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d2_miss,d2_oversight_design_01,0,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d2_miss,d2_oversight_design_01,1,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d2_miss,d2_oversight_design_01,2,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d2_miss,d2_oversight_design_01,3,No explicit evidence identified. [stability variant 1],synthetic variant 1,low,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d2_miss,d2_oversight_design_01,4,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d2_miss,d2_oversight_design_01,5,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d2_miss,d2_oversight_design_01,6,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d2_miss,d2_oversight_design_01,7,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d2_miss,d2_oversight_design_01,8,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d2_miss,d2_oversight_design_01,9,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d2_miss,d2_oversight_design_01,10,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d2_miss,d2_oversight_design_01,11,No explicit evidence identified. [stability variant 1],synthetic variant 1,high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d2_miss,d2_oversight_design_01,12,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d2_miss,d2_oversight_design_01,13,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d2_miss,d2_oversight_design_01,14,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d2_miss,d2_oversight_design_01,15,No explicit evidence identified. [stability variant 2],synthetic variant 2,medium,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d2_miss,d2_oversight_design_01,16,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d2_miss,d2_oversight_design_01,17,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d2_miss,d2_oversight_design_01,18,No explicit evidence identified.,,low,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d2_miss,d2_oversight_design_01,19,No explicit evidence identified. [stability variant 2],synthetic variant 2,low,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d6_vendor,d6_vendor_independence_01,0,Document addresses d6_vendor_independence_01. [stability variant 4],"l security team

## Vendor independence

Secondary supplier evaluation schedule (run 0)",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d6_vendor,d6_vendor_independence_01,1,Document addresses d6_vendor_independence_01.,"l security team

## Vendor independence

Secondary supplier evaluation schedule",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d6_vendor,d6_vendor_independence_01,2,Document addresses d6_vendor_independence_01.,"l security team

## Vendor independence

Secondary supplier evaluation schedule",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d6_vendor,d6_vendor_independence_01,3,Document addresses d6_vendor_independence_01.,"l security team

## Vendor independence

Secondary supplier evaluation schedule",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d6_vendor,d6_vendor_independence_01,4,Document addresses d6_vendor_independence_01.,"l security team

## Vendor independence

Secondary supplier evaluation schedule",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d6_vendor,d6_vendor_independence_01,5,Document addresses d6_vendor_independence_01.,"l security team

## Vendor independence

Secondary supplier evaluation schedule",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d6_vendor,d6_vendor_independence_01,6,Document addresses d6_vendor_independence_01.,"l security team

## Vendor independence

Secondary supplier evaluation schedule",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d6_vendor,d6_vendor_independence_01,7,Document addresses d6_vendor_independence_01.,"l security team

## Vendor independence

Secondary supplier evaluation schedule",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d6_vendor,d6_vendor_independence_01,8,Document addresses d6_vendor_independence_01.,"l security team

## Vendor independence

Secondary supplier evaluation schedule",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d6_vendor,d6_vendor_independence_01,9,Document addresses d6_vendor_independence_01.,"l security team

## Vendor independence

Secondary supplier evaluation schedule",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d6_vendor,d6_vendor_independence_01,10,Document addresses d6_vendor_independence_01.,"l security team

## Vendor independence

Secondary supplier evaluation schedule",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d6_vendor,d6_vendor_independence_01,11,Document addresses d6_vendor_independence_01.,"l security team

## Vendor independence

Secondary supplier evaluation schedule",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d6_vendor,d6_vendor_independence_01,12,Document addresses d6_vendor_independence_01.,"l security team

## Vendor independence

Secondary supplier evaluation schedule",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d6_vendor,d6_vendor_independence_01,13,Document addresses d6_vendor_independence_01.,"l security team

## Vendor independence

Secondary supplier evaluation schedule",high,,,,,,,,,,,,,,,,
run,qwen2.5:7b,procurement_d6_vendor,d6_vendor_independence_01,14,Document addresses d6_vendor_independence_01. [stability variant 2],"l security team

## Vendor independence

Secondary supplier evaluation schedule (run 2)",medium,,,,,,,,,,,,,,,,
